...1,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3,Short ref,Full ref,coordinateX-WGS84,coordinateY-WGS84
NA,Pipistrellus_pipistrellus,CallMinFrequency,45.64,4.6,10,mean,free-flight,kHz,16559,call,NA,NA,"Croatia, France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_pygmaeus,CallMinFrequency,53.44,3.32,6,mean,free-flight,kHz,17415,call,NA,NA,"Croatia, France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_auritus,CallMinFrequency,23.63,4.55,19,mean,free-flight,kHz,1630,call,NA,NA,"France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_austriacus,CallMinFrequency,24.41,3.14,13,mean,free-flight,kHz,4371,call,NA,NA,"France, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_kolombatovici,CallMinFrequency,28.91,5.37,19,mean,free-flight,kHz,76,call,NA,NA,"Croatia, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_macrobullaris,CallMinFrequency,20.21,3.98,20,mean,free-flight,kHz,390,call,NA,NA,"France, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_euryale,CallMinFrequency,95.93,5.59,6,mean,free-flight,kHz,3056,call,NA,NA,"France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_ferrumequinum,CallMinFrequency,74.39,6.27,8,mean,free-flight,kHz,2350,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_hipposideros,CallMinFrequency,99.18,9,9,mean,free-flight,kHz,6090,call,NA,NA,"France, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Tadarida_teniotis,CallMinFrequency,11.03,1.63,15,mean,free-flight,kHz,2730,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Vespertilio_murinus,CallMinFrequency,25.73,1.74,7,mean,free-flight,kHz,129,call,NA,NA,"Croatia, France, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Barbastella_barbastellus,CallMaxFrequency,36.55,2.99,8,mean,free-flight,kHz,2622,call,NA,NA,"France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_isabellinus,CallMaxFrequency,35.59,10.4,29,mean,free-flight,kHz,1404,call,NA,NA,Spain,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_nilssonii,CallMaxFrequency,31.06,2,6,mean,free-flight,kHz,109,call,NA,NA,Lithuania,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_serotinus,CallMaxFrequency,39.2,10.45,27,mean,free-flight,kHz,11035,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Hypsugo_savii,CallMaxFrequency,40.19,8.34,21,mean,free-flight,kHz,4332,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Miniopterus_schreibersii,CallMaxFrequency,61.98,9.62,16,mean,free-flight,kHz,5085,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_alcathoe,CallMaxFrequency,66.44,14.19,21,mean,free-flight,kHz,7243,call,NA,NA,"Croatia, France, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_bechsteinii,CallMaxFrequency,75.59,26.04,34,mean,free-flight,kHz,3159,call,NA,NA,"Croatia, France, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_blythii,CallMaxFrequency,46.65,12.24,26,mean,free-flight,kHz,1979,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_brandtii,CallMaxFrequency,67,19.59,29,mean,free-flight,kHz,9756,call,NA,NA,"France, Poland, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_capaccinii,CallMaxFrequency,60.05,10.61,18,mean,free-flight,kHz,4852,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_dasycneme,CallMaxFrequency,42.84,6.73,16,mean,free-flight,kHz,222,call,NA,NA,Lithuania,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_daubentonii,CallMaxFrequency,60.93,14.37,24,mean,free-flight,kHz,9677,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_emarginatus,CallMaxFrequency,68.23,17.13,25,mean,free-flight,kHz,4232,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_myotis,CallMaxFrequency,41.91,11.23,27,mean,free-flight,kHz,658,call,NA,NA,"France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_mystacinus,CallMaxFrequency,71.75,19.9,28,mean,free-flight,kHz,7478,call,NA,NA,"Croatia, France, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_nattereri,CallMaxFrequency,56.86,17.33,30,mean,free-flight,kHz,2709,call,NA,NA,"Croatia, France, Poland, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_punicus,CallMaxFrequency,44.74,14.61,33,mean,free-flight,kHz,25,call,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_crypticus,CallMaxFrequency,52.96,16.15,30,mean,free-flight,kHz,2045,call,NA,NA,"France, Spain",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_lasiopterus,CallMaxFrequency,16.21,4.74,29,mean,free-flight,kHz,656,call,NA,NA,"Croatia, France, Spain",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_leisleri,CallMaxFrequency,26.86,5.3,20,mean,free-flight,kHz,4048,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_noctula,CallMaxFrequency,24.69,6.55,27,mean,free-flight,kHz,4728,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_kuhlii,CallMaxFrequency,50.12,10.62,21,mean,free-flight,kHz,31366,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_nathusii,CallMaxFrequency,45.59,9.21,20,mean,free-flight,kHz,7797,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_pipistrellus,CallMaxFrequency,54.74,9.11,17,mean,free-flight,kHz,16559,call,NA,NA,"Croatia, France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_pygmaeus,CallMaxFrequency,61.89,9.11,15,mean,free-flight,kHz,17415,call,NA,NA,"Croatia, France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_auritus,CallMaxFrequency,38.9,7.76,20,mean,free-flight,kHz,1630,call,NA,NA,"France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_austriacus,CallMaxFrequency,35.89,5.59,16,mean,free-flight,kHz,4371,call,NA,NA,"France, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_kolombatovici,CallMaxFrequency,40.73,4.25,10,mean,free-flight,kHz,76,call,NA,NA,"Croatia, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_macrobullaris,CallMaxFrequency,31.89,6.96,22,mean,free-flight,kHz,390,call,NA,NA,"France, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_euryale,CallMaxFrequency,103.61,1.61,2,mean,free-flight,kHz,3056,call,NA,NA,"France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_ferrumequinum,CallMaxFrequency,80.73,1.46,2,mean,free-flight,kHz,2350,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_hipposideros,CallMaxFrequency,107.59,4.81,4,mean,free-flight,kHz,6090,call,NA,NA,"France, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Tadarida_teniotis,CallMaxFrequency,14.75,3.76,25,mean,free-flight,kHz,2730,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Vespertilio_murinus,CallMaxFrequency,36.83,8.93,24,mean,free-flight,kHz,129,call,NA,NA,"Croatia, France, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Barbastella_barbastellus,CallPeakFrequency,33.6,1.66,5,mean,free-flight,kHz,2622,call,NA,NA,"France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_isabellinus,CallPeakFrequency,26.9,3.94,15,mean,free-flight,kHz,1404,call,NA,NA,Spain,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_nilssonii,CallPeakFrequency,29.39,0.49,2,mean,free-flight,kHz,109,call,NA,NA,Lithuania,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_serotinus,CallPeakFrequency,29.24,3.85,13,mean,free-flight,kHz,11035,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Hypsugo_savii,CallPeakFrequency,34.65,2.63,8,mean,free-flight,kHz,4332,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Miniopterus_schreibersii,CallPeakFrequency,53.06,2.96,6,mean,free-flight,kHz,5085,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_alcathoe,CallPeakFrequency,52.15,3.53,7,mean,free-flight,kHz,7243,call,NA,NA,"Croatia, France, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_bechsteinii,CallPeakFrequency,46.88,11.55,25,mean,free-flight,kHz,3159,call,NA,NA,"Croatia, France, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_blythii,CallPeakFrequency,33.35,5.42,16,mean,free-flight,kHz,1979,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_brandtii,CallPeakFrequency,45.74,5.21,11,mean,free-flight,kHz,9756,call,NA,NA,"France, Poland, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_capaccinii,CallPeakFrequency,47.02,3.86,8,mean,free-flight,kHz,4852,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_dasycneme,CallPeakFrequency,34.8,1.56,4,mean,free-flight,kHz,222,call,NA,NA,Lithuania,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_daubentonii,CallPeakFrequency,44.81,5.67,13,mean,free-flight,kHz,9677,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_emarginatus,CallPeakFrequency,53.71,7.24,13,mean,free-flight,kHz,4232,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_myotis,CallPeakFrequency,30.11,3.24,11,mean,free-flight,kHz,658,call,NA,NA,"France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_mystacinus,CallPeakFrequency,48.27,5.12,11,mean,free-flight,kHz,7478,call,NA,NA,"Croatia, France, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_nattereri,CallPeakFrequency,40.97,9.3,23,mean,free-flight,kHz,2709,call,NA,NA,"Croatia, France, Poland, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_punicus,CallPeakFrequency,31.16,1.31,4,mean,free-flight,kHz,25,call,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_crypticus,CallPeakFrequency,38.34,8.67,23,mean,free-flight,kHz,2045,call,NA,NA,"France, Spain",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_lasiopterus,CallPeakFrequency,14.3,2.32,16,mean,free-flight,kHz,656,call,NA,NA,"Croatia, France, Spain",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_leisleri,CallPeakFrequency,24.42,2.63,11,mean,free-flight,kHz,4048,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_noctula,CallPeakFrequency,21.57,2.95,14,mean,free-flight,kHz,4728,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_kuhlii,CallPeakFrequency,40.72,4.23,10,mean,free-flight,kHz,31366,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_nathusii,CallPeakFrequency,40.03,2.64,7,mean,free-flight,kHz,7797,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_pipistrellus,CallPeakFrequency,48.29,2.42,5,mean,free-flight,kHz,16559,call,NA,NA,"Croatia, France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Pipistrellus_pygmaeus,CallPeakFrequency,55.44,3.47,6,mean,free-flight,kHz,17415,call,NA,NA,"Croatia, France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_auritus,CallPeakFrequency,29.47,4.97,17,mean,free-flight,kHz,1630,call,NA,NA,"France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_austriacus,CallPeakFrequency,28.59,3.05,11,mean,free-flight,kHz,4371,call,NA,NA,"France, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_kolombatovici,CallPeakFrequency,34.28,4.65,14,mean,free-flight,kHz,76,call,NA,NA,"Croatia, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Plecotus_macrobullaris,CallPeakFrequency,25.14,4.11,16,mean,free-flight,kHz,390,call,NA,NA,"France, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_euryale,CallPeakFrequency,100.27,3.55,4,mean,free-flight,kHz,3056,call,NA,NA,"France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_ferrumequinum,CallPeakFrequency,79,2.85,4,mean,free-flight,kHz,2350,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Rhinolophus_hipposideros,CallPeakFrequency,104.99,6.36,6,mean,free-flight,kHz,6090,call,NA,NA,"France, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Tadarida_teniotis,CallPeakFrequency,12.65,1.94,15,mean,free-flight,kHz,2730,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Vespertilio_murinus,CallPeakFrequency,28.3,1.91,7,mean,free-flight,kHz,129,call,NA,NA,"Croatia, France, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Barbastella_barbastellus,CallSlope,-4.28,13.73,-321,mean,free-flight,kHz/ms,2622,call,NA,NA,"France, Lithuania, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_isabellinus,CallSlope,-0.12,11.48,-9567,mean,free-flight,kHz/ms,1404,call,NA,NA,Spain,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_nilssonii,CallSlope,-2.46,12.37,-503,mean,free-flight,kHz/ms,109,call,NA,NA,Lithuania,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Eptesicus_serotinus,CallSlope,-1.22,27.42,-2248,mean,free-flight,kHz/ms,11035,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Hypsugo_savii,CallSlope,-1.43,13.37,-935,mean,free-flight,kHz/ms,4332,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Miniopterus_schreibersii,CallSlope,-1.82,23.11,-1270,mean,free-flight,kHz/ms,5085,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_alcathoe,CallSlope,-10.07,29.83,-296,mean,free-flight,kHz/ms,7243,call,NA,NA,"Croatia, France, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_bechsteinii,CallSlope,-8.25,34.07,-413,mean,free-flight,kHz/ms,3159,call,NA,NA,"Croatia, France, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_blythii,CallSlope,-4.13,27.46,-665,mean,free-flight,kHz/ms,1979,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_brandtii,CallSlope,-3.76,28.12,-748,mean,free-flight,kHz/ms,9756,call,NA,NA,"France, Poland, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_capaccinii,CallSlope,-9.17,23.49,-256,mean,free-flight,kHz/ms,4852,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_dasycneme,CallSlope,-1.65,14.5,-879,mean,free-flight,kHz/ms,222,call,NA,NA,Lithuania,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_daubentonii,CallSlope,-7.51,31.31,-417,mean,free-flight,kHz/ms,9677,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_emarginatus,CallSlope,-20.57,43.4,-211,mean,free-flight,kHz/ms,4232,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_myotis,CallSlope,-3.57,24.38,-683,mean,free-flight,kHz/ms,658,call,NA,NA,"France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_mystacinus,CallSlope,-4.75,35.45,-746,mean,free-flight,kHz/ms,7478,call,NA,NA,"Croatia, France, Spain, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_nattereri,CallSlope,-18.47,52.65,-285,mean,free-flight,kHz/ms,2709,call,NA,NA,"Croatia, France, Poland, Turkey, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_punicus,CallSlope,-3.72,17.02,-458,mean,free-flight,kHz/ms,25,call,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Myotis_crypticus,CallSlope,-24.53,52.57,-214,mean,free-flight,kHz/ms,2045,call,NA,NA,"France, Spain",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_lasiopterus,CallSlope,0.2,14.82,7410,mean,free-flight,kHz/ms,656,call,NA,NA,"Croatia, France, Spain",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_leisleri,CallSlope,-0.55,15.28,-2778,mean,free-flight,kHz/ms,4048,call,NA,NA,"Croatia, France, Spain, Turkey",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
NA,Nyctalus_noctula,CallSlope,-0.72,11.2,-1556,mean,free-flight,kHz/ms,4728,call,NA,NA,"Croatia, France, Lithuania, Poland, Spain, UK",Vigie-Chiro,Unpublished data from the Vigie-Chiro program,NA,NA,NA,NA,NA,NA,NA
